t,i
0.0001083,-0.566479
0.0001084,-0.565753
0.0001085,-0.565027
0.0001086,-0.564299
0.0001087,-0.56357
0.0001088,-0.56284
0.0001089,-0.562109
0.000109,-0.561377
0.0001091,-0.560643
0.0001092,-0.559909
0.0001093,-0.559174
0.0001094,-0.558437
0.0001095,-0.5577
0.0001096,-0.556961
0.0001097,-0.556221
0.0001098,-0.555481
0.0001099,-0.554739
0.00011,-0.553996
0.0001101,-0.553252
0.0001102,-0.552508
0.0001103,-0.551762
0.0001104,-0.551015
0.0001105,-0.550267
0.0001106,-0.549518
0.0001107,-0.548768
0.0001108,-0.548017
0.0001109,-0.547265
0.000111,-0.546512
0.0001111,-0.545758
0.0001112,-0.545003
0.0001113,-0.544247
0.0001114,-0.54349
0.0001115,-0.542732
0.0001116,-0.541973
0.0001117,-0.541213
0.0001118,-0.540453
0.0001119,-0.539691
0.000112,-0.538928
0.0001121,-0.538164
0.0001122,-0.5374
0.0001123,-0.536634
0.0001124,-0.535868
0.0001125,-0.5351
0.0001126,-0.534332
0.0001127,-0.533563
0.0001128,-0.532792
0.0001129,-0.532021
0.000113,-0.531249
0.0001131,-0.530476
0.0001132,-0.529702
0.0001133,-0.528928
0.0001134,-0.528152
0.0001135,-0.527375
0.0001136,-0.526598
0.0001137,-0.52582
0.0001138,-0.52504
0.0001139,-0.52426
0.000114,-0.523479
0.0001141,-0.522698
0.0001142,-0.521915
0.0001143,-0.521131
0.0001144,-0.520347
0.0001145,-0.519562
0.0001146,-0.518776
0.0001147,-0.517989
0.0001148,-0.517201
0.0001149,-0.516413
0.000115,-0.515623
0.0001151,-0.514833
0.0001152,-0.514042
0.0001153,-0.51325
0.0001154,-0.512457
0.0001155,-0.511664
0.0001156,-0.51087
0.0001157,-0.510075
0.0001158,-0.509279
0.0001159,-0.508482
0.000116,-0.507685
0.0001161,-0.506887
0.0001162,-0.506088
0.0001163,-0.505288
0.0001164,-0.504487
0.0001165,-0.503686
0.0001166,-0.502884
0.0001167,-0.502081
0.0001168,-0.501278
0.0001169,-0.500474
0.000117,-0.499669
0.0001171,-0.498863
0.0001172,-0.498056
0.0001173,-0.497249
0.0001174,-0.496441
0.0001175,-0.495633
0.0001176,-0.494823
0.0001177,-0.494013
0.0001178,-0.493202
0.0001179,-0.492391
0.000118,-0.491579
0.0001181,-0.490766
0.0001182,-0.489952
0.0001183,-0.489138
0.0001184,-0.488323
0.0001185,-0.487507
0.0001186,-0.486691
0.0001187,-0.485874
0.0001188,-0.485057
0.0001189,-0.484238
0.000119,-0.483419
0.0001191,-0.4826
0.0001192,-0.48178
0.0001193,-0.480959
0.0001194,-0.480137
0.0001195,-0.479315
0.0001196,-0.478492
0.0001197,-0.477669
0.0001198,-0.476845
0.0001199,-0.47602
0.00012,-0.475195
0.0001201,-0.474369
0.0001202,-0.473543
0.0001203,-0.472716
0.0001204,-0.471888
0.0001205,-0.47106
0.0001206,-0.470231
0.0001207,-0.469402
0.0001208,-0.468572
0.0001209,-0.467741
0.000121,-0.46691
0.0001211,-0.466078
0.0001212,-0.465246
0.0001213,-0.464413
0.0001214,-0.46358
0.0001215,-0.462746
0.0001216,-0.461911
0.0001217,-0.461076
0.0001218,-0.460241
0.0001219,-0.459405
0.000122,-0.458568
0.0001221,-0.457731
0.0001222,-0.456893
0.0001223,-0.456055
0.0001224,-0.455216
0.0001225,-0.454377
0.0001226,-0.453537
0.0001227,-0.452697
0.0001228,-0.451856
0.0001229,-0.451015
0.000123,-0.450173
0.0001231,-0.449331
0.0001232,-0.448489
0.0001233,-0.447645
0.0001234,-0.446802
0.0001235,-0.445958
0.0001236,-0.445113
0.0001237,-0.444268
0.0001238,-0.443423
0.0001239,-0.442577
0.000124,-0.441731
0.0001241,-0.440884
0.0001242,-0.440036
0.0001243,-0.439189
0.0001244,-0.438341
0.0001245,-0.437492
0.0001246,-0.436643
0.0001247,-0.435794
0.0001248,-0.434944
0.0001249,-0.434094
0.000125,-0.433243
0.0001251,-0.432392
0.0001252,-0.431541
0.0001253,-0.430689
0.0001254,-0.429837
0.0001255,-0.428984
0.0001256,-0.428131
0.0001257,-0.427278
0.0001258,-0.426424
0.0001259,-0.42557
0.000126,-0.424716
0.0001261,-0.423861
0.0001262,-0.423006
0.0001263,-0.42215
0.0001264,-0.421294
0.0001265,-0.420438
0.0001266,-0.419582
0.0001267,-0.418725
0.0001268,-0.417867
0.0001269,-0.41701
0.000127,-0.416152
0.0001271,-0.415294
0.0001272,-0.414435
0.0001273,-0.413576
0.0001274,-0.412717
0.0001275,-0.411858
0.0001276,-0.410998
0.0001277,-0.410138
0.0001278,-0.409278
0.0001279,-0.408417
0.000128,-0.407556
0.0001281,-0.406695
0.0001282,-0.405833
0.0001283,-0.404972
0.0001284,-0.40411
0.0001285,-0.403247
0.0001286,-0.402385
0.0001287,-0.401522
0.0001288,-0.400659
0.0001289,-0.399796
0.000129,-0.398932
0.0001291,-0.398068
0.0001292,-0.397204
0.0001293,-0.39634
0.0001294,-0.395475
0.0001295,-0.394611
0.0001296,-0.393746
0.0001297,-0.39288
0.0001298,-0.392015
0.0001299,-0.391149
0.00013,-0.390284
0.0001301,-0.389418
0.0001302,-0.388551
0.0001303,-0.387685
0.0001304,-0.386818
0.0001305,-0.385951
0.0001306,-0.385084
0.0001307,-0.384217
0.0001308,-0.38335
0.0001309,-0.382482
0.000131,-0.381615
0.0001311,-0.380747
0.0001312,-0.379879
0.0001313,-0.379011
0.0001314,-0.378142
0.0001315,-0.377274
0.0001316,-0.376405
0.0001317,-0.375537
0.0001318,-0.374668
0.0001319,-0.373799
0.000132,-0.372929
0.0001321,-0.37206
0.0001322,-0.371191
0.0001323,-0.370321
0.0001324,-0.369452
0.0001325,-0.368582
0.0001326,-0.367712
0.0001327,-0.366842
0.0001328,-0.365972
0.0001329,-0.365102
0.000133,-0.364231
0.0001331,-0.363361
0.0001332,-0.362491
0.0001333,-0.36162
0.0001334,-0.360749
0.0001335,-0.359879
0.0001336,-0.359008
0.0001337,-0.358137
0.0001338,-0.357266
0.0001339,-0.356395
0.000134,-0.355524
0.0001341,-0.354653
0.0001342,-0.353782
0.0001343,-0.352911
0.0001344,-0.35204
0.0001345,-0.351169
0.0001346,-0.350298
0.0001347,-0.349426
0.0001348,-0.348555
0.0001349,-0.347684
0.000135,-0.346812
0.0001351,-0.345941
0.0001352,-0.34507
0.0001353,-0.344198
0.0001354,-0.343327
0.0001355,-0.342456
0.0001356,-0.341584
0.0001357,-0.340713
0.0001358,-0.339841
0.0001359,-0.33897
0.000136,-0.338099
0.0001361,-0.337227
0.0001362,-0.336356
0.0001363,-0.335485
0.0001364,-0.334614
0.0001365,-0.333743
0.0001366,-0.332871
0.0001367,-0.332
0.0001368,-0.331129
0.0001369,-0.330258
0.000137,-0.329387
0.0001371,-0.328516
0.0001372,-0.327646
0.0001373,-0.326775
0.0001374,-0.325904
0.0001375,-0.325034
0.0001376,-0.324163
0.0001377,-0.323293
0.0001378,-0.322422
0.0001379,-0.321552
0.000138,-0.320682
0.0001381,-0.319812
0.0001382,-0.318942
0.0001383,-0.318072
0.0001384,-0.317202
0.0001385,-0.316332
0.0001386,-0.315463
0.0001387,-0.314593
0.0001388,-0.313724
0.0001389,-0.312855
0.000139,-0.311986
0.0001391,-0.311117
0.0001392,-0.310248
0.0001393,-0.309379
0.0001394,-0.30851
0.0001395,-0.307642
0.0001396,-0.306774
0.0001397,-0.305906
0.0001398,-0.305038
0.0001399,-0.30417
0.00014,-0.303302
0.0001401,-0.302435
0.0001402,-0.301567
0.0001403,-0.3007
0.0001404,-0.299833
0.0001405,-0.298966
0.0001406,-0.2981
0.0001407,-0.297233
0.0001408,-0.296367
0.0001409,-0.295501
0.000141,-0.294635
0.0001411,-0.29377
0.0001412,-0.292904
0.0001413,-0.292039
0.0001414,-0.291174
0.0001415,-0.290309
0.0001416,-0.289444
0.0001417,-0.28858
0.0001418,-0.287716
0.0001419,-0.286852
0.000142,-0.285988
0.0001421,-0.285125
0.0001422,-0.284261
0.0001423,-0.283398
0.0001424,-0.282535
0.0001425,-0.281673
0.0001426,-0.280811
0.0001427,-0.279949
0.0001428,-0.279087
0.0001429,-0.278225
0.000143,-0.277364
0.0001431,-0.276503
0.0001432,-0.275642
0.0001433,-0.274782
0.0001434,-0.273922
0.0001435,-0.273062
0.0001436,-0.272202
0.0001437,-0.271343
0.0001438,-0.270484
0.0001439,-0.269625
0.000144,-0.268766
0.0001441,-0.267908
0.0001442,-0.26705
0.0001443,-0.266193
0.0001444,-0.265336
0.0001445,-0.264479
0.0001446,-0.263622
0.0001447,-0.262766
0.0001448,-0.26191
0.0001449,-0.261054
0.000145,-0.260199
0.0001451,-0.259344
0.0001452,-0.258489
0.0001453,-0.257635
0.0001454,-0.256781
0.0001455,-0.255927
0.0001456,-0.255074
0.0001457,-0.254221
0.0001458,-0.253368
0.0001459,-0.252516
0.000146,-0.251664
0.0001461,-0.250812
0.0001462,-0.249961
0.0001463,-0.24911
0.0001464,-0.24826
0.0001465,-0.24741
0.0001466,-0.24656
0.0001467,-0.245711
0.0001468,-0.244862
0.0001469,-0.244013
0.000147,-0.243165
0.0001471,-0.242318
0.0001472,-0.24147
0.0001473,-0.240623
0.0001474,-0.239777
0.0001475,-0.238931
0.0001476,-0.238085
0.0001477,-0.237239
0.0001478,-0.236395
0.0001479,-0.23555
0.000148,-0.234706
0.0001481,-0.233862
0.0001482,-0.233019
0.0001483,-0.232176
0.0001484,-0.231334
0.0001485,-0.230492
0.0001486,-0.229651
0.0001487,-0.22881
0.0001488,-0.227969
0.0001489,-0.227129
0.000149,-0.226289
0.0001491,-0.22545
0.0001492,-0.224611
0.0001493,-0.223773
0.0001494,-0.222935
0.0001495,-0.222097
0.0001496,-0.22126
0.0001497,-0.220424
0.0001498,-0.219588
0.0001499,-0.218752
0.00015,-0.217917
0.0001501,-0.217083
0.0001502,-0.216249
0.0001503,-0.215415
0.0001504,-0.214582
0.0001505,-0.21375
0.0001506,-0.212918
0.0001507,-0.212086
0.0001508,-0.211255
0.0001509,-0.210424
0.000151,-0.209594
0.0001511,-0.208765
0.0001512,-0.207936
0.0001513,-0.207107
0.0001514,-0.206279
0.0001515,-0.205452
0.0001516,-0.204625
0.0001517,-0.203798
0.0001518,-0.202972
0.0001519,-0.202147
0.000152,-0.201322
0.0001521,-0.200498
0.0001522,-0.199674
0.0001523,-0.198851
0.0001524,-0.198028
0.0001525,-0.197206
0.0001526,-0.196385
0.0001527,-0.195564
0.0001528,-0.194743
0.0001529,-0.193923
0.000153,-0.193104
0.0001531,-0.192285
0.0001532,-0.191467
0.0001533,-0.19065
0.0001534,-0.189833
0.0001535,-0.189016
0.0001536,-0.188201
0.0001537,-0.187385
0.0001538,-0.186571
0.0001539,-0.185757
0.000154,-0.184943
0.0001541,-0.18413
0.0001542,-0.183318
0.0001543,-0.182506
0.0001544,-0.181695
0.0001545,-0.180885
0.0001546,-0.180075
0.0001547,-0.179266
0.0001548,-0.178457
0.0001549,-0.177649
0.000155,-0.176842
0.0001551,-0.176035
0.0001552,-0.175229
0.0001553,-0.174423
0.0001554,-0.173618
0.0001555,-0.172814
0.0001556,-0.17201
0.0001557,-0.171207
0.0001558,-0.170405
0.0001559,-0.169603
0.000156,-0.168802
0.0001561,-0.168002
0.0001562,-0.167202
0.0001563,-0.166403
0.0001564,-0.165605
0.0001565,-0.164807
0.0001566,-0.16401
0.0001567,-0.163213
0.0001568,-0.162417
0.0001569,-0.161622
0.000157,-0.160828
0.0001571,-0.160034
0.0001572,-0.159241
0.0001573,-0.158449
0.0001574,-0.157657
0.0001575,-0.156866
0.0001576,-0.156076
0.0001577,-0.155286
0.0001578,-0.154497
0.0001579,-0.153709
0.000158,-0.152921
0.0001581,-0.152134
0.0001582,-0.151348
0.0001583,-0.150562
0.0001584,-0.149778
0.0001585,-0.148994
0.0001586,-0.14821
0.0001587,-0.147428
0.0001588,-0.146646
0.0001589,-0.145865
0.000159,-0.145084
0.0001591,-0.144304
0.0001592,-0.143525
0.0001593,-0.142747
0.0001594,-0.141969
0.0001595,-0.141193
0.0001596,-0.140416
0.0001597,-0.139641
0.0001598,-0.138866
0.0001599,-0.138093
0.00016,-0.137319
0.0001601,-0.136547
0.0001602,-0.135775
0.0001603,-0.135005
0.0001604,-0.134234
0.0001605,-0.133465
0.0001606,-0.132696
0.0001607,-0.131929
0.0001608,-0.131162
0.0001609,-0.130395
0.000161,-0.12963
0.0001611,-0.128865
0.0001612,-0.128101
0.0001613,-0.127338
0.0001614,-0.126575
0.0001615,-0.125814
0.0001616,-0.125053
0.0001617,-0.124293
0.0001618,-0.123533
0.0001619,-0.122775
0.000162,-0.122017
0.0001621,-0.12126
0.0001622,-0.120504
0.0001623,-0.119749
0.0001624,-0.118994
0.0001625,-0.11824
0.0001626,-0.117487
0.0001627,-0.116735
0.0001628,-0.115984
0.0001629,-0.115233
0.000163,-0.114484
0.0001631,-0.113735
0.0001632,-0.112987
0.0001633,-0.112239
0.0001634,-0.111493
0.0001635,-0.110747
0.0001636,-0.110003
0.0001637,-0.109259
0.0001638,-0.108516
0.0001639,-0.107773
0.000164,-0.107032
0.0001641,-0.106291
0.0001642,-0.105551
0.0001643,-0.104813
0.0001644,-0.104074
0.0001645,-0.103337
0.0001646,-0.102601
0.0001647,-0.101865
0.0001648,-0.101131
0.0001649,-0.100397
0.000165,-0.0996637
0.0001651,-0.0989316
0.0001652,-0.0982004
0.0001653,-0.09747
0.0001654,-0.0967404
0.0001655,-0.0960117
0.0001656,-0.0952839
0.0001657,-0.094557
0.0001658,-0.0938309
0.0001659,-0.0931058
0.000166,-0.0923814
0.0001661,-0.091658
0.0001662,-0.0909355
0.0001663,-0.0902138
0.0001664,-0.089493
0.0001665,-0.0887731
0.0001666,-0.0880541
0.0001667,-0.087336
0.0001668,-0.0866187
0.0001669,-0.0859024
0.000167,-0.085187
0.0001671,-0.0844724
0.0001672,-0.0837588
0.0001673,-0.083046
0.0001674,-0.0823342
0.0001675,-0.0816232
0.0001676,-0.0809132
0.0001677,-0.0802041
0.0001678,-0.0794959
0.0001679,-0.0787886
0.000168,-0.0780822
0.0001681,-0.0773768
0.0001682,-0.0766722
0.0001683,-0.0759686
0.0001684,-0.0752659
0.0001685,-0.0745641
0.0001686,-0.0738633
0.0001687,-0.0731634
0.0001688,-0.0724644
0.0001689,-0.0717663
0.000169,-0.0710692
0.0001691,-0.070373
0.0001692,-0.0696777
0.0001693,-0.0689834
0.0001694,-0.06829
0.0001695,-0.0675976
0.0001696,-0.0669061
0.0001697,-0.0662156
0.0001698,-0.065526
0.0001699,-0.0648373
0.00017,-0.0641496
0.0001701,-0.0634629
0.0001702,-0.0627771
0.0001703,-0.0620923
0.0001704,-0.0614084
0.0001705,-0.0607255
0.0001706,-0.0600435
0.0001707,-0.0593625
0.0001708,-0.0586825
0.0001709,-0.0580035
0.000171,-0.0573254
0.0001711,-0.0566483
0.0001712,-0.0559721
0.0001713,-0.0552969
0.0001714,-0.0546227
0.0001715,-0.0539495
0.0001716,-0.0532773
0.0001717,-0.052606
0.0001718,-0.0519357
0.0001719,-0.0512664
0.000172,-0.0505981
0.0001721,-0.0499308
0.0001722,-0.0492645
0.0001723,-0.0485991
0.0001724,-0.0479347
0.0001725,-0.0472714
0.0001726,-0.046609
0.0001727,-0.0459476
0.0001728,-0.0452873
0.0001729,-0.0446279
0.000173,-0.0439695
0.0001731,-0.0433122
0.0001732,-0.0426558
0.0001733,-0.0420004
0.0001734,-0.0413461
0.0001735,-0.0406927
0.0001736,-0.0400404
0.0001737,-0.0393891
0.0001738,-0.0387388
0.0001739,-0.0380895
0.000174,-0.0374412
0.0001741,-0.0367939
0.0001742,-0.0361477
0.0001743,-0.0355025
0.0001744,-0.0348583
0.0001745,-0.0342151
0.0001746,-0.0335729
0.0001747,-0.0329318
0.0001748,-0.0322917
0.0001749,-0.0316527
0.000175,-0.0310146
0.0001751,-0.0303776
0.0001752,-0.0297417
0.0001753,-0.0291067
0.0001754,-0.0284729
0.0001755,-0.02784
0.0001756,-0.0272082
0.0001757,-0.0265774
0.0001758,-0.0259477
0.0001759,-0.025319
0.000176,-0.0246914
0.0001761,-0.0240648
0.0001762,-0.0234392
0.0001763,-0.0228147
0.0001764,-0.0221913
0.0001765,-0.0215689
0.0001766,-0.0209475
0.0001767,-0.0203273
0.0001768,-0.019708
0.0001769,-0.0190899
0.000177,-0.0184728
0.0001771,-0.0178567
0.0001772,-0.0172417
0.0001773,-0.0166278
0.0001774,-0.0160149
0.0001775,-0.0154031
0.0001776,-0.0147924
0.0001777,-0.0141827
0.0001778,-0.0135741
0.0001779,-0.0129666
0.000178,-0.0123602
0.0001781,-0.0117548
0.0001782,-0.0111505
0.0001783,-0.0105473
0.0001784,-0.00994513
0.0001785,-0.00934406
0.0001786,-0.00874407
0.0001787,-0.00814516
0.0001788,-0.00754733
0.0001789,-0.00695059
0.000179,-0.00635493
0.0001791,-0.00576035
0.0001792,-0.00516687
0.0001793,-0.00457447
0.0001794,-0.00398316
0.0001795,-0.00339294
0.0001796,-0.00280381
0.0001797,-0.00221577
0.0001798,-0.00162883
0.0001799,-0.00104298
0.00018,-0.000458233
0.0001801,0.000125421
0.0001802,0.000707976
0.0001803,0.00128943
0.0001804,0.00186979
0.0001805,0.00244904
0.0001806,0.00302719
0.0001807,0.00360423
0.0001808,0.00418017
0.0001809,0.00475501
0.000181,0.00532874
0.0001811,0.00590135
0.0001812,0.00647286
0.0001813,0.00704326
0.0001814,0.00761255
0.0001815,0.00818072
0.0001816,0.00874778
0.0001817,0.00931373
0.0001818,0.00987856
0.0001819,0.0104423
0.000182,0.0110049
0.0001821,0.0115663
0.0001822,0.0121267
0.0001823,0.0126859
0.0001824,0.013244
0.0001825,0.013801
0.0001826,0.0143569
0.0001827,0.0149116
0.0001828,0.0154653
0.0001829,0.0160177
0.000183,0.0165691
0.0001831,0.0171193
0.0001832,0.0176684
0.0001833,0.0182164
0.0001834,0.0187632
0.0001835,0.0193089
0.0001836,0.0198535
0.0001837,0.020397
0.0001838,0.0209393
0.0001839,0.0214804
0.000184,0.0220205
0.0001841,0.0225593
0.0001842,0.0230971
0.0001843,0.0236337
0.0001844,0.0241692
0.0001845,0.0247035
0.0001846,0.0252367
0.0001847,0.0257687
0.0001848,0.0262996
0.0001849,0.0268294
0.000185,0.027358
0.0001851,0.0278854
0.0001852,0.0284118
0.0001853,0.0289369
0.0001854,0.0294609
0.0001855,0.0299838
0.0001856,0.0305055
0.0001857,0.0310261
0.0001858,0.0315455
0.0001859,0.0320637
0.000186,0.0325808
0.0001861,0.0330968
0.0001862,0.0336115
0.0001863,0.0341252
0.0001864,0.0346377
0.0001865,0.035149
0.0001866,0.0356591
0.0001867,0.0361681
0.0001868,0.036676
0.0001869,0.0371826
0.000187,0.0376881
0.0001871,0.0381925
0.0001872,0.0386957
0.0001873,0.0391977
0.0001874,0.0396986
0.0001875,0.0401982
0.0001876,0.0406968
0.0001877,0.0411941
0.0001878,0.0416903
0.0001879,0.0421853
0.000188,0.0426792
0.0001881,0.0431719
0.0001882,0.0436634
0.0001883,0.0441537
0.0001884,0.0446429
0.0001885,0.0451309
0.0001886,0.0456177
0.0001887,0.0461034
0.0001888,0.0465878
0.0001889,0.0470711
0.000189,0.0475533
0.0001891,0.0480342
0.0001892,0.048514
0.0001893,0.0489926
0.0001894,0.04947
0.0001895,0.0499462
0.0001896,0.0504213
0.0001897,0.0508952
0.0001898,0.0513679
0.0001899,0.0518394
0.00019,0.0523097
0.0001901,0.0527789
0.0001902,0.0532468
0.0001903,0.0537136
0.0001904,0.0541792
0.0001905,0.0546436
0.0001906,0.0551069
0.0001907,0.0555689
0.0001908,0.0560298
0.0001909,0.0564895
0.000191,0.056948
0.0001911,0.0574053
0.0001912,0.0578614
0.0001913,0.0583163
0.0001914,0.05877
0.0001915,0.0592226
0.0001916,0.0596739
0.0001917,0.0601241
0.0001918,0.0605731
0.0001919,0.0610209
0.000192,0.0614675
0.0001921,0.0619129
0.0001922,0.0623571
0.0001923,0.0628001
0.0001924,0.0632419
0.0001925,0.0636825
0.0001926,0.064122
0.0001927,0.0645602
0.0001928,0.0649972
0.0001929,0.0654331
0.000193,0.0658677
0.0001931,0.0663012
0.0001932,0.0667335
0.0001933,0.0671645
0.0001934,0.0675944
0.0001935,0.0680231
0.0001936,0.0684505
0.0001937,0.0688768
0.0001938,0.0693019
0.0001939,0.0697257
0.000194,0.0701484
0.0001941,0.0705699
0.0001942,0.0709901
0.0001943,0.0714092
0.0001944,0.0718271
0.0001945,0.0722437
0.0001946,0.0726592
0.0001947,0.0730735
0.0001948,0.0734865
0.0001949,0.0738984
0.000195,0.0743091
0.0001951,0.0747185
0.0001952,0.0751268
0.0001953,0.0755338
0.0001954,0.0759396
0.0001955,0.0763443
0.0001956,0.0767477
0.0001957,0.0771499
0.0001958,0.077551
0.0001959,0.0779508
0.000196,0.0783494
0.0001961,0.0787468
0.0001962,0.079143
0.0001963,0.079538
0.0001964,0.0799318
0.0001965,0.0803244
0.0001966,0.0807157
0.0001967,0.0811059
0.0001968,0.0814949
0.0001969,0.0818826
0.000197,0.0822692
0.0001971,0.0826545
0.0001972,0.0830386
0.0001973,0.0834216
0.0001974,0.0838033
0.0001975,0.0841838
0.0001976,0.0845631
0.0001977,0.0849412
0.0001978,0.085318
0.0001979,0.0856937
0.000198,0.0860682
0.0001981,0.0864414
0.0001982,0.0868135
0.0001983,0.0871843
0.0001984,0.0875539
0.0001985,0.0879223
0.0001986,0.0882895
0.0001987,0.0886555
0.0001988,0.0890203
0.0001989,0.0893839
0.000199,0.0897462
0.0001991,0.0901074
0.0001992,0.0904673
0.0001993,0.0908261
0.0001994,0.0911836
0.0001995,0.0915399
0.0001996,0.091895
0.0001997,0.0922489
0.0001998,0.0926016
0.0001999,0.092953
0.0002,0.0933033
0.0002001,0.0936524
0.0002002,0.0940002
0.0002003,0.0943468
0.0002004,0.0946922
0.0002005,0.0950364
0.0002006,0.0953794
0.0002007,0.0957212
0.0002008,0.0960618
0.0002009,0.0964011
0.000201,0.0967393
0.0002011,0.0970762
0.0002012,0.097412
0.0002013,0.0977465
0.0002014,0.0980798
0.0002015,0.0984119
0.0002016,0.0987428
0.0002017,0.0990725
0.0002018,0.0994009
0.0002019,0.0997282
0.000202,0.100054
0.0002021,0.100379
0.0002022,0.100703
0.0002023,0.101025
0.0002024,0.101346
0.0002025,0.101666
0.0002026,0.101985
0.0002027,0.102303
0.0002028,0.102619
0.0002029,0.102934
0.000203,0.103248
0.0002031,0.103561
0.0002032,0.103872
0.0002033,0.104183
0.0002034,0.104492
0.0002035,0.1048
0.0002036,0.105106
0.0002037,0.105412
0.0002038,0.105716
0.0002039,0.106019
0.000204,0.106321
0.0002041,0.106622
0.0002042,0.106921
0.0002043,0.10722
0.0002044,0.107517
0.0002045,0.107812
0.0002046,0.108107
0.0002047,0.1084
0.0002048,0.108693
0.0002049,0.108984
0.000205,0.109273
0.0002051,0.109562
0.0002052,0.109849
0.0002053,0.110136
0.0002054,0.110421
0.0002055,0.110704
0.0002056,0.110987
0.0002057,0.111268
0.0002058,0.111548
0.0002059,0.111827
0.000206,0.112105
0.0002061,0.112382
0.0002062,0.112657
0.0002063,0.112931
0.0002064,0.113204
0.0002065,0.113476
0.0002066,0.113746
0.0002067,0.114016
0.0002068,0.114284
0.0002069,0.114551
0.000207,0.114817
0.0002071,0.115081
0.0002072,0.115344
0.0002073,0.115607
0.0002074,0.115868
0.0002075,0.116127
0.0002076,0.116386
0.0002077,0.116643
0.0002078,0.116899
0.0002079,0.117154
0.000208,0.117408
0.0002081,0.117661
0.0002082,0.117912
0.0002083,0.118162
0.0002084,0.118411
0.0002085,0.118659
0.0002086,0.118905
0.0002087,0.119151
0.0002088,0.119395
0.0002089,0.119638
0.000209,0.11988
0.0002091,0.12012
0.0002092,0.12036
0.0002093,0.120598
0.0002094,0.120835
0.0002095,0.121071
0.0002096,0.121306
0.0002097,0.121539
0.0002098,0.121771
0.0002099,0.122002
0.00021,0.122232
0.0002101,0.122461
0.0002102,0.122689
0.0002103,0.122915
0.0002104,0.12314
0.0002105,0.123364
0.0002106,0.123587
0.0002107,0.123808
0.0002108,0.124029
0.0002109,0.124248
0.000211,0.124466
0.0002111,0.124683
0.0002112,0.124899
0.0002113,0.125113
0.0002114,0.125326
0.0002115,0.125538
0.0002116,0.125749
0.0002117,0.125959
0.0002118,0.126168
0.0002119,0.126375
0.000212,0.126581
0.0002121,0.126786
0.0002122,0.12699
0.0002123,0.127193
0.0002124,0.127395
0.0002125,0.127595
0.0002126,0.127794
0.0002127,0.127992
0.0002128,0.128189
0.0002129,0.128384
0.000213,0.128579
0.0002131,0.128772
0.0002132,0.128964
0.0002133,0.129155
0.0002134,0.129345
0.0002135,0.129534
0.0002136,0.129721
0.0002137,0.129907
0.0002138,0.130092
0.0002139,0.130276
0.000214,0.130459
0.0002141,0.130641
0.0002142,0.130821
0.0002143,0.131001
0.0002144,0.131179
0.0002145,0.131356
0.0002146,0.131531
0.0002147,0.131706
0.0002148,0.131879
0.0002149,0.132052
0.000215,0.132223
0.0002151,0.132393
0.0002152,0.132562
0.0002153,0.132729
0.0002154,0.132896
0.0002155,0.133061
0.0002156,0.133225
0.0002157,0.133388
0.0002158,0.13355
0.0002159,0.133711
0.000216,0.13387
0.0002161,0.134029
0.0002162,0.134186
0.0002163,0.134342
0.0002164,0.134497
0.0002165,0.134651
0.0002166,0.134804
0.0002167,0.134955
0.0002168,0.135106
0.0002169,0.135255
0.000217,0.135403
0.0002171,0.13555
0.0002172,0.135696
0.0002173,0.13584
0.0002174,0.135984
0.0002175,0.136126
0.0002176,0.136267
0.0002177,0.136407
0.0002178,0.136546
0.0002179,0.136684
0.000218,0.136821
0.0002181,0.136956
0.0002182,0.13709
0.0002183,0.137224
0.0002184,0.137356
0.0002185,0.137487
0.0002186,0.137617
0.0002187,0.137745
0.0002188,0.137873
0.0002189,0.137999
0.000219,0.138125
0.0002191,0.138249
0.0002192,0.138372
0.0002193,0.138494
0.0002194,0.138614
0.0002195,0.138734
0.0002196,0.138853
0.0002197,0.13897
0.0002198,0.139086
0.0002199,0.139201
0.00022,0.139316
0.0002201,0.139428
0.0002202,0.13954
0.0002203,0.139651
0.0002204,0.13976
0.0002205,0.139869
0.0002206,0.139976
0.0002207,0.140082
0.0002208,0.140187
0.0002209,0.140291
0.000221,0.140394
0.0002211,0.140496
0.0002212,0.140597
0.0002213,0.140696
0.0002214,0.140795
0.0002215,0.140892
0.0002216,0.140988
0.0002217,0.141083
0.0002218,0.141177
